GeoType,GEOID,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
CBSA,36220,"Odessa, TX",112125,68.391,16.852,54.195,31.444,49.224,24.766,55.582,8.675,63.575,36.427,66.99,21.376,66.737,21.785,64.697,22.172,62.571,26.431,47.781,41.709,56.828,43.171,41.937,57.706,68.821,29.7,65.338,32.573,56.933,42.687,59.345,39.558,56.397,42.379,70.743,27.715,31.939,66.607,55.77,43.101,73.469,26.804,62.799,15.043,46.757,34.151,54.565,28.138,54.544,19.543,55.861,19.328,59.922,16.161,30.117,69.958,28.34,71.085,54.803,27.072
CBSA,36260,"Ogden-Clearfield, UT",457605,67.18,20.338,48.642,35.978,50.088,30.792,57.32,9.58,56.582,43.49,65.275,25.462,62.872,28.547,61.281,27.545,57.521,34.358,40.028,52.247,52.232,47.767,37.62,62.046,73.799,24.99,66.444,31.971,58.721,40.807,54.557,43.86,56.3,44.793,74.536,23.627,33.968,65.53,53.241,45.558,71.633,28.922,66.006,12.381,40.939,36.901,49.579,30.965,46.162,23.027,49.957,20.632,59.796,13.523,33.93,65.955,35.332,63.982,43.267,35.16
CBSA,36300,"Ogdensburg-Massena, NY",86741,70.518,15.923,55.138,32.256,57.055,25.492,65.579,7.231,63.271,36.488,71.731,20.182,70.802,19.946,66.922,23.478,62.891,30.883,41.955,50.556,55.487,44.512,41.187,58.728,76.876,21.353,73.55,24.223,64.016,35.559,66.315,32.558,63.15,35.956,77.869,20.434,30.533,68.326,54.426,45.557,76.668,22.466,70.539,11.44,51.94,27.139,60.775,22.285,54.289,20.309,56.299,17.831,64.078,12.213,33.209,66.678,32.885,66.552,50.569,24.834
CBSA,36340,"Oil City, PA",41648,61.938,22.553,49.265,35.954,46.958,30.424,56.257,8.411,56.019,44.122,63.9,26.573,64.224,27.06,60.728,28.458,57.201,36.026,37.236,55.292,49.22,50.778,34.64,65.026,72.592,26.731,69.168,28.765,56.204,43.671,60.154,38.957,56.682,42.876,74.503,23.958,35.094,63.869,59.316,39.656,69.261,30.635,63.496,12.598,44.276,32.23,51.743,27.161,49.4,22.169,51.112,20.301,57.398,14.294,28.153,71.91,29.771,69.732,42.869,30.22
CBSA,36380,"Okeechobee, FL",32261,62.754,20.204,47.714,37.773,44.465,28.555,53.349,8.927,56.061,44.103,62.292,27.25,61.57,27.715,59.983,27.553,57.68,32.64,42.283,48.985,51.93,48.064,38.672,60.875,72.66,25.867,65.94,31.964,57.19,42.534,58.904,40.268,57.822,40.873,71.746,26.741,37.866,60.708,56.685,41.824,73.702,26.224,62.36,13.899,45.792,34.314,52.99,27.008,49.757,19.606,54.561,19.221,58.179,15.833,27.402,72.645,28.099,71.479,46.468,31.85
CBSA,36420,"Oklahoma City, OK",1041318,67.755,19.99,54.602,32.857,49.716,29.311,56.157,9.213,61.025,39.034,66.424,26.654,65.04,26.322,61.251,27.915,59.025,34.05,41.983,50.382,54.059,45.942,41.902,57.6,74.329,24.073,68.263,30.213,62.682,37.087,61.601,36.5,61.293,37.627,76.895,20.762,36.22,62.223,54.598,44.293,72.551,27.102,65.061,11.965,46.521,33.216,57.365,27.392,53.424,18.721,55.716,19.328,60.334,13.834,31.479,68.467,30.44,68.676,50.954,28.277
CBSA,36460,"Olean, NY",59938,65.925,18.526,51.089,35.413,50.526,28.8,59.617,8.095,60.127,39.581,68.291,22.401,67.238,22.548,62.586,26.853,58.644,33.927,38.772,52.057,52.261,47.736,37.108,62.763,74.847,23.166,71.486,26.209,59.371,40.043,62.204,36.668,59.164,39.875,75.984,22.126,33.057,65.514,56.925,43.085,73.548,25.513,66.621,12.795,47.684,31.514,56.795,26.582,51.548,22.817,52.893,20.081,59.904,14.048,29.827,70.084,29.445,69.849,47.728,26.539
CBSA,36500,"Olympia-Tumwater, WA",219356,72.484,16.626,55.764,28.377,60.394,24.692,66.712,7.487,68.082,31.814,74.278,22.034,73.549,20.547,71.594,21.527,66.233,28.02,45.154,48.309,58.073,41.93,46.84,52.886,79.223,18.97,72.448,25.425,65.729,34.199,66.691,31.284,66.88,32.998,77.971,20.179,26.956,72.241,39.53,59.103,77.537,22.28,71.102,11.157,53.126,29.216,61.567,24.158,52.773,22.502,58.755,18.904,66.141,11.9,40.633,59.222,38.532,60.296,54.271,24.832
CBSA,36540,"Omaha-Council Bluffs, NE-IA",692340,67.904,16.279,51.895,36.011,51.786,25.839,60.734,8.542,60.409,39.776,68.929,24.234,68.21,23.778,65.048,25.078,60.303,32.169,40.533,52.129,52.87,47.131,40.771,59.006,77.502,20.995,69.692,27.994,62.125,37.127,62.634,36.165,65.203,33.661,76.042,22.288,33.383,65.589,53.233,45.012,75.326,24.535,68.071,11.763,46.506,27.723,55.833,22.025,51.272,17.744,54.509,17.233,62.063,12.418,32.145,67.931,30.505,68.512,46.853,26.605
CBSA,36580,"Oneonta, NY",50273,69.638,15.006,55.403,31.975,56.864,24.9,65.57,6.946,63.814,36.045,73.67,19.046,72.076,19.794,68.064,23.667,64.239,30.671,43.425,49.524,56.875,43.123,43.037,56.935,77.96,20.363,74.356,23.528,66.266,33.388,66.226,32.835,64.715,34.492,78.368,20.041,28.654,70.473,51.871,48.292,77.847,21.349,70.286,10.924,52.738,25.813,60.378,20.516,54.745,19.062,56.981,17.093,64.733,11.479,35.313,64.581,34.607,64.888,52.511,23.416
CBSA,36620,"Ontario, OR-ID",39782,64.328,21.894,47.976,36.522,46.139,30.408,55.779,9.776,56.651,43.163,65.273,25.841,63.132,27.251,62.103,27.558,58.599,33.425,41.235,50.706,51.269,48.728,38.216,61.46,71.311,27.148,63.624,34.234,55.239,44.689,55.294,43.713,56.583,42.318,71.565,26.394,34.355,63.275,52.215,44.224,69.966,30.149,63.124,14.564,42.841,36.509,51.687,30.931,44.203,27.065,49.935,22.229,58.461,15.776,31.695,68.134,33.367,66.125,45.272,34.005
CBSA,36660,"Opelousas, LA",60853,66.319,14.597,46.601,38.711,44.465,25.567,55.578,8.124,58.49,41.599,61.594,23.611,61.149,23.557,58.488,23.034,58.17,26.888,42.47,43.01,55.369,44.629,41.725,57.853,72.744,26.038,67.438,30.552,58.692,40.506,63.155,34.684,61.216,38.131,74.263,23.578,35.579,63.601,62.664,36.887,76.184,23.701,63.251,13.395,45.518,30.332,52.891,24.768,54.771,18.31,56.467,17.633,58.207,14.962,25.366,74.7,22.587,76.151,50.145,26.746
CBSA,36700,"Orangeburg, SC",68267,73.381,9.727,52.516,35.221,52.157,20.853,65.792,5.785,66.797,33.218,68.611,16.164,67.889,15.453,67.317,15.844,63.987,21.028,49.073,36.031,62.481,37.519,48.899,50.584,79.106,19.308,73.243,24.124,68.512,29.966,71.994,25.766,66.646,32.666,79.368,18.751,33.401,64.891,51.656,45.808,83.03,16.481,68.95,10.062,54.738,21.06,62.178,16.312,61.961,13.685,65.935,13.118,65.195,11.515,29.799,70.255,22.104,76.491,59.074,17.952
CBSA,36740,"Orlando-Kissimmee-Sanford, FL",1956046,71.205,14.093,54.661,31.311,53.18,22.607,63.802,6.667,64.716,35.582,72.555,19.026,71.41,19.149,68.16,22.29,64.391,28.261,46.984,45.585,59.049,40.952,46.801,52.736,78.164,19.229,72.845,24.438,66.754,31.89,66.464,30.91,65.744,32.57,77.547,19.996,28.443,70.104,41.246,55.379,78.815,20.539,71.478,10.328,54.101,25.865,62.815,20.443,62.26,13.835,63.965,14.862,66.526,11.41,33.084,66.602,31.59,67.26,55.307,23.119
CBSA,36780,"Oshkosh-Neenah, WI",135327,67.049,17.087,54.948,34.493,50.111,28.835,63.214,8.307,59.044,40.99,66.391,24.698,67.081,23.575,64.938,25.427,58.727,33.092,37.345,55.152,51.292,48.708,39.124,60.713,78.652,20.188,71.867,26.292,62.359,37.316,63.976,35.201,63.217,36.224,76.781,22.327,33.387,65.997,55.369,43.972,75.735,24.005,66.44,11.014,45.468,30.898,52.544,27.383,51.07,20.447,51.978,17.765,61.787,12.937,32.135,67.74,31.115,67.928,45.8,31.714
CBSA,36820,"Oskaloosa, IA",16848,62.607,21.528,49.074,35.808,48.754,29.891,55.864,9.924,54.19,45.62,66.952,26.549,66.958,26.021,62.126,29.006,57.639,35.559,37.951,55.081,48.991,51.003,36.165,63.467,73.231,25.285,64.72,32.977,55.099,45.103,56.796,42.231,58.672,38.93,72.584,25.059,35.672,62.832,55.104,42.895,70.353,29.143,64.791,13.491,42.575,34.218,53.247,27.813,45.655,21.646,49.335,20.062,58.535,14.844,29.802,70.139,31.784,67.937,42.029,31.167
CBSA,36830,"Othello, WA",12698,70.019,15.191,57.757,27.351,55.048,21.247,61.703,7.544,66.782,32.926,74.335,18.097,72.759,19.444,70.964,19.924,68.318,24.453,50.449,41.258,60.49,39.502,46.559,52.733,72.169,25.319,67.396,29.839,62.435,37.478,62.837,36.061,59.624,38.699,72.429,25.067,27.256,71.177,41.172,56.34,76.406,23.279,68.011,11.923,52.882,28.083,59.742,23.264,51.709,21.775,57.253,18.515,64.522,12.514,38.384,61.269,35.376,64.191,58.537,22.744
CBSA,36840,"Ottawa, KS",19390,62.434,21.599,46.307,39.422,46.488,30.588,55.389,10.088,54.394,45.601,63.378,28.994,62.723,28.463,57.726,30.315,54.44,36.395,36.761,54.409,48.86,51.135,34.977,64.667,73.032,25.446,64.74,32.775,54.116,45.596,57.432,41.305,58.804,39.603,73.564,24.234,38.386,61.099,58.814,40.062,69.794,29.928,64.105,13.507,42.032,35.111,50.701,28.927,45.709,22.976,48.917,20.727,57.292,15.374,27.798,72.269,28.969,70.366,41.743,33.837
CBSA,36860,"Ottawa-Peru, IL",116655,67.166,19.067,48.025,39.193,47.471,29.442,58.45,8.766,56.851,43.251,66.467,25.173,65.305,24.831,60.692,28.338,57.164,35.426,39.403,53.099,51.214,48.785,37.208,62.52,75.882,22.671,69.627,28.337,59.103,40.131,61.077,38.08,62.255,36.563,76.395,21.862,36.108,63.834,58.37,40.149,72.404,28.104,68,12.143,46.146,30.69,56.065,23.86,50.59,20.557,51.887,18.182,60.403,13.644,29.102,70.771,29.093,70.141,44.783,28.162
CBSA,36900,"Ottumwa, IA",33453,60.832,21.466,48.366,35.542,48.127,27.818,54.438,9.294,56.225,43.775,66.604,26.715,67.088,25.325,62.793,27.702,57.756,34.445,38.908,52.752,49.422,50.575,38.983,60.867,72.774,25.534,65.324,32.389,53.837,45.556,57.035,41.587,58.073,39.865,73.512,24.135,35.916,62.727,55.287,42.241,70.412,29.432,65.235,12.531,43.876,31.761,52.566,27.28,45.485,20.895,49.945,19.598,58.652,14.25,30.697,69.255,29.489,70.179,43.001,31.038
CBSA,36940,"Owatonna, MN",27481,66.966,19.508,51.508,35.708,49.536,29.071,59.47,9.519,57.727,42.091,67.858,25.472,67.996,24.581,62.421,27.594,56.657,35.108,38.066,54.94,50.129,49.867,37.142,62.25,75.208,22.841,66.184,31.014,58.691,40.923,59.183,39.631,61.985,35.501,74.39,23.489,36.454,61.559,56.213,40.974,71.828,27.983,66.177,12.103,44.671,31.818,54.187,25.374,46.8,20.996,51.374,19.57,60.078,14.112,28.871,71.126,29.555,69.695,41.279,31.622
CBSA,36980,"Owensboro, KY",89587,59.528,22.549,47.115,37.438,42.252,32.079,50.469,9.878,54.109,45.843,60.38,28.092,60.389,27.665,56.455,28.859,54.905,34.758,36.753,52.792,49.283,50.715,35.79,63.655,70.602,27.021,65.315,32.528,52.765,45.454,55.369,42.979,57.387,41.402,73.532,24.421,38.502,60.862,61.9,36.153,68.932,30.571,63.088,13.839,43.65,35.453,52.456,29.568,48.564,21.755,50.719,20.021,56.68,15.974,26.447,73.613,29.169,70.015,42.043,34.045
CBSA,37020,"Owosso, MI",53741,66.426,18.451,53.027,34.277,50.587,28.827,59.874,8.742,56.596,43.427,67.587,22.046,67.41,22.783,62.061,25.772,57.569,33.974,38.107,53.121,52.926,47.07,37.856,61.953,76.275,22.125,71.307,26.669,62.068,37.755,60.382,38.63,60.831,37.718,77.133,20.913,31.053,67.589,50.982,47.729,72.714,26.631,67.805,11.466,46.097,30.965,56.731,24.004,52.586,19.201,52.647,18.128,59.874,13.239,31.155,68.555,31.181,68.142,43.695,27.24
CBSA,37060,"Oxford, MS",43712,69.873,16.062,52.704,33.464,53.608,26.201,58.931,8.265,61.347,38.591,65.925,22.17,64.682,22.401,60.986,23.529,60.668,29.587,43.425,47.424,56.387,43.608,41.977,57.446,76.681,21.859,69.896,27.99,62.315,37.054,61.946,35.905,62.559,37.18,76.935,21.44,34.524,65.035,59.446,39.25,74.947,24.835,67.92,11.468,49.977,29.182,59.43,23.934,55.838,17.169,56.476,16.568,63.182,13.033,32.204,67.814,32.209,66.881,50.817,27.256
CBSA,37080,"Oxford, NC",47025,70.492,14.401,52.208,33.276,51.696,24.842,59.943,7.545,60.74,39.279,67.613,20.951,66.707,20.142,64.108,21.848,61.121,27.083,44.066,44.604,57.803,42.195,43.052,56.53,76.028,22.411,70.431,27.141,63.056,36.255,64.406,33.854,62.843,35.894,76.238,21.905,34.611,64.655,54.528,45.167,76.974,22.399,67.064,13.161,50.477,29.41,59.213,23.49,56.734,18.979,59.451,16.598,61.54,14.309,30.216,69.695,26.981,72.062,54.29,22.718
CBSA,37100,"Oxnard-Thousand Oaks-Ventura, CA",650477,75.941,13.309,59.691,28.753,61.303,22.999,70.124,6.846,69.688,30.316,74.52,17.776,73.093,18.91,70.871,18.904,67.282,26.178,50.005,42.354,61.616,38.386,50.97,49.091,80.076,18.253,72.652,25.391,67.751,31.869,69.461,29.706,68.502,30.025,80.994,16.789,29.008,69.985,40.79,57.914,78.426,21.574,70.424,9.844,54.769,27.134,60.979,23.751,54.791,21.887,59.914,17.003,66.198,11.068,41.748,58.133,36.405,62.283,58.275,23.951
CBSA,37120,"Ozark, AL",37892,61.356,21.53,45.796,39.771,42.273,30.59,49.797,9.72,53.742,46.239,59.065,28.481,57.896,29.597,57.416,28.47,54.925,34.258,38.847,50.253,49.583,50.414,35.815,63.636,71.353,27.264,64.467,33.382,54.17,45.487,55.476,41.597,55.613,44.54,73.121,24.868,37.314,60.744,63.288,35.192,69.461,30.418,61.306,14.362,43.408,34.709,51.707,28.444,50.106,20.825,52.241,19.366,56.492,16.61,25.517,74.599,26.721,72.437,44.136,33.614
CBSA,37140,"Paducah, KY-IL",75408,58.844,22.228,46.953,36.234,47.463,28.297,47.755,9.795,54.248,45.823,61.98,27.359,62.698,25.745,58.715,27.669,55.335,34.442,36.43,53.169,49.507,50.491,37.485,62.374,68.938,28.596,66.01,32.168,49.151,49.679,53.677,44.463,53.773,44.658,74.072,23.956,37.057,61.944,59.678,38.76,67.982,32.625,63.2,12.595,44.706,34.494,53.128,28.266,49.683,20.917,49.353,19.8,55.722,15.533,27.49,72.551,28.703,70.78,44.414,32.832
CBSA,37220,"Pahrump, NV",36785,61.465,23.708,46.535,37.243,45.374,29.947,54.925,9.21,55.237,44.785,62.267,29.496,61.541,29.091,59.709,28.906,58.339,33.769,41.702,50.417,50.765,49.232,38.372,61.449,72.127,26.791,64.206,34.302,54.596,45.326,53.261,45.263,56.023,44.173,72.614,25.554,38.287,60.957,59.266,39.481,70.061,30.464,61.791,14.095,40.938,36.295,50.064,33.443,45.092,25.067,49.98,21.511,58.402,15.504,30.55,68.968,32.975,66.59,42.865,38.241
CBSA,37260,"Palatka, FL",57543,56.478,20.27,45.521,34.548,44.758,26.716,50.835,8.607,56.591,43.712,62.478,26.632,63.276,25.211,60.692,25.395,57.041,31.217,39.602,49.871,50.449,49.549,40.935,58.982,69.518,28.012,66.575,31.557,51.655,46.673,57.781,40.733,55.567,42.231,71.706,26.778,35.895,62.953,54.106,44.445,70.49,29.663,64.583,12.797,46.883,32.685,54.024,27.19,50.491,18.845,52.754,19.252,56.824,15.458,27.854,72.287,28.094,71.684,45.886,30.396
CBSA,37300,"Palestine, TX",46565,64.256,20.037,46.318,38.26,44.387,28.891,52.17,9.922,54.711,45.386,60.646,27.555,60.53,27.851,57.917,28.189,55.778,32.9,40.627,48.174,50.787,49.211,37.638,61.999,67.967,31.126,62.74,35.617,53.864,45.605,56.057,43.09,55.162,43.87,69.035,29.81,35.711,63.217,61.095,38.145,69.327,30.97,60.006,16.283,41.662,37.421,49.492,30.525,49.95,22.341,51.859,20.911,55.862,17.852,25.294,74.788,26.891,72.522,47.669,32.02
CBSA,37340,"Palm Bay-Melbourne-Titusville, FL",477756,72.23,14.568,54.482,30.154,55.356,26.14,61.463,8.092,61.276,38.349,68.663,20.345,69.141,18.836,65.186,22.751,61.27,28.824,45.206,46.68,56.064,43.936,43.623,55.956,76.699,21.092,70.959,26.995,63.212,36.442,66.268,31.659,64.792,32.749,77.115,20.94,32.717,66.77,47.604,51.402,77.185,22.783,66.971,11.428,49.061,28.28,57.402,22.359,54.141,16.997,57.043,17.489,61.818,13.691,32.977,66.785,32.495,66.905,54.281,24.738
CBSA,37420,"Pampa, TX",16683,60.175,24.72,44.584,39.244,39.543,32.26,49.068,10.975,52.371,47.695,59.384,30.102,58.964,31.127,56.435,30.828,54.972,35.431,39.561,51.172,48.223,51.771,35.509,64.215,66.775,33.165,59.887,38.854,48.828,51.112,50.896,48.912,52.988,46.634,67.038,32.278,38.722,60.433,65.21,34.155,66.343,34.37,58.952,17.707,39.333,41.761,47.264,34.952,45.531,25.769,48.534,22.94,55.272,19.181,25.649,74.441,28.556,71.192,43.631,37.589
CBSA,37460,"Panama City, FL",156255,69.13,17.602,49.217,36.631,52.702,28.002,57.373,9.192,57.547,42.619,65.464,24.577,65.705,23.27,61.434,25.976,57.854,31.259,40.202,51.552,53.825,46.173,39.908,60.01,72.878,25.963,66.834,31.547,56.746,43.022,57.846,41.238,58.924,39.327,72.986,25.804,35.612,63.572,52.186,47.429,73.529,26.609,64.619,12.968,46.13,33.564,53.904,28.363,50.002,19.404,53.35,19.153,59.002,15.376,29.623,70.499,31.376,68.325,47.408,28.937
CBSA,37500,"Paragould, AR",33916,60.644,23.142,47.287,37.095,46.023,30.853,51.807,10.809,53.376,46.462,63.725,24.906,62.254,25.613,59.226,28.833,54.877,35.267,37.059,52.689,47.691,52.306,34.874,64.792,67.24,30.844,63.094,35.066,53.479,46.512,53.777,44.752,53.111,45.834,70.666,26.586,33.839,63.183,55.514,41.733,68.416,31.383,59.659,14.297,39.66,40.344,50.183,32.315,47.031,22.762,48.29,22.476,54.833,16.974,26.498,73.487,30.455,69.115,44.823,34.771
CBSA,37540,"Paris, TN",25589,61.358,21.068,47.61,37.321,44.941,29.478,49.826,10.051,54.672,45.082,61.011,24.753,60.76,25.464,56.962,26.93,55.653,32.784,37.715,50.995,51.577,48.419,35.187,64.375,69.366,28.661,65.016,32.971,52.566,46.962,54.84,43.597,56.176,43.253,73.172,24.655,38.567,60.331,61.179,36.809,69.198,31.084,61.315,14.373,44.031,35.015,52.78,28.317,49.291,20.786,51.651,19.575,57.466,16.304,26.367,73.524,28.868,70.515,44.117,33.069
CBSA,37580,"Paris, TX",37783,60.517,23.09,44.052,39.51,42.09,31.067,50.173,10.359,53.029,47.169,59.683,29.333,59.521,29.577,56.666,29.701,54.633,34.897,38.56,51.274,49.324,50.674,36.964,62.856,68.494,31.339,61.959,36.903,50.504,49.178,53.315,46.002,54.67,45.071,69.788,29.545,37.183,62.007,64.219,35.304,67.71,33.044,60.263,16.253,40.301,39.338,48.13,33.565,46.436,24.318,49.313,21.878,55.856,17.863,26.364,73.779,28.407,71.127,43.665,36.688
CBSA,37620,"Parkersburg-Vienna, WV",71582,59.97,24.568,46.202,35.869,46.098,30.861,51.762,9.972,52.716,47.245,61.367,31.438,61.18,30.434,58.041,31.451,54.732,37.229,36.333,55.948,49.026,50.972,35.707,63.853,72.369,26.378,65.089,33.264,52.702,47.266,56.201,42.632,55.434,45.246,73.527,24.717,34.5,62.898,56.822,42.667,68.749,30.83,61.021,14.509,42.861,40.375,50.017,34.66,47.572,22.712,50.303,20.935,56.055,16.67,29.405,70.565,31.826,67.791,43.89,35.746
CBSA,37660,"Parsons, KS",15332,66.195,18.83,49.041,35.155,54.024,26.565,57.983,9.457,58.818,41.091,66.404,25.274,67.878,23.245,62.229,26.128,56.966,33.975,38.423,52.961,50.594,49.4,36.91,62.679,73.102,24.609,65.882,31.027,55.453,44.313,59.307,39.199,60.162,37.399,74.537,22.867,34.966,63.697,54.089,44.56,72.632,27.028,66.019,12.432,44.939,31.992,54.846,25.254,50.404,20.271,51.344,19.326,58.975,14.271,29.487,70.565,29.448,69.9,47.985,27.485
CBSA,37740,"Payson, AZ",42812,66.25,20.651,49.222,35,48.839,30.608,57.269,9.135,57.75,42.306,62.987,27.275,61.284,27.978,60.581,27.133,59.1,32.337,42.399,49.622,52.34,47.657,39.508,60.252,74.227,24.561,65.547,32.678,57.344,42.264,56.337,42.161,59.402,40.264,73.349,25.026,39.061,60.852,59.252,39.916,71.123,29.583,64.337,13.111,41.956,35.355,52.198,29.683,46.977,23.043,51.037,20.539,59.964,14.407,32.026,67.878,31.991,67.222,45.532,34.997
CBSA,37780,"Pecos, TX",12122,70.054,15.492,55.189,32.099,46.981,24.856,58.761,7.845,65.657,34.367,68.405,20.434,67.695,21.086,66.73,20.409,65.163,24.394,50.544,39.993,58.035,41.957,44.11,55.478,72.307,26.761,67.043,30.589,62.036,37.189,63.826,35.134,61.821,37.04,72.472,26.233,33.815,65.443,57.573,41.115,76.209,24.13,66.037,14.453,49.34,30.77,57.334,24.724,55.527,19.007,59.091,17.951,63.273,14.841,30.135,69.881,26.786,72.496,56.162,25.326
CBSA,37800,"Pella, IA",25430,65.077,19.536,50.904,34.915,52.58,28.215,59.261,9.383,57.625,42.179,69.414,24.581,69.552,23.94,64.294,26.901,59.481,34.389,39.666,54.133,51.868,48.128,38.38,61.341,75.462,23.134,66.842,30.948,58.722,41.337,59.158,39.807,60.519,38.03,75.022,22.812,34.192,64.581,53.653,44.4,72.78,26.85,67.538,12.485,44.054,32.218,55.781,25.769,46.252,20.448,51.015,19.17,61.16,13.759,32.084,67.853,33.319,66.394,44.915,28.808
CBSA,37860,"Pensacola-Ferry Pass-Brent, FL",384032,70.914,16.929,52.635,32.834,54.987,25.888,59.94,8.078,60.598,39.644,67.75,22.95,65.684,23.658,64.513,24.804,60.873,30.584,42.871,49.365,58.495,41.504,43.964,55.887,75.937,21.874,70.281,27.919,60.341,38,61.189,37.019,60.422,37.012,75.76,22.499,31.137,67.82,46.831,52.692,76.187,23.574,68.887,11.895,51.971,31.064,60.078,24.423,56.313,17.228,58.008,17.551,62.397,13.979,33.544,66.564,33.653,66.189,52.593,25.167
CBSA,37900,"Peoria, IL",284962,63.95,20.052,49.941,35.8,48.613,27.83,57.572,8.633,56.696,43.53,66.108,25.923,65.399,25.224,61.961,27.402,58.767,33.424,40.158,51.73,51.054,48.946,38.838,60.963,75.484,22.969,70.07,28.062,57.397,42.179,60.582,38.402,60.784,37.898,76.382,21.998,34.633,64.981,56.753,41.883,71.615,28.693,68.18,11.958,46.461,31.086,56.463,26.061,52.958,19.951,52.773,17.983,60.558,13.532,30.482,69.397,29.832,69.343,46.405,30.582
CBSA,37940,"Peru, IN",28136,58.096,22.836,46.46,39.003,41.619,33.228,52.829,10.08,50.27,49.89,60.389,28.419,59.436,28.835,55.253,31.899,52.566,37.603,36.046,53.856,47.604,52.388,32.972,66.641,72.189,26.461,65.841,31.984,53.693,45.771,56.813,42.938,54.837,44.306,73.813,24.051,37.201,62.07,62.351,37.074,68.08,32.066,63.268,14.874,42.981,36.096,52.225,29.091,49.225,22.597,48.888,20.333,56.28,16.587,25.021,74.986,27.154,72.26,42.593,33.338
CBSA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4750000,76.294,10.613,62.858,26.779,66.709,19.732,72.392,5.197,73.599,26.354,76.52,14.765,75.937,15.197,75.408,15.597,70.525,22.033,52.393,41.012,66.148,33.851,48.8,50.993,79.878,18.481,77.43,20.136,72.031,27.193,73.599,25.054,68.196,30.466,81.602,16.239,26.052,73.4,46.203,52.192,81.867,17.901,75.381,8.982,59.02,20.955,67.758,16.879,62.445,14.839,64.044,14.446,69.889,9.726,36.679,63.237,33.193,66.225,62.436,16.946
CBSA,38060,"Phoenix-Mesa-Scottsdale, AZ",3616152,70.038,17.363,55.235,32.759,56.184,24.562,63.784,7.538,63.893,36.339,68.352,22.539,67.841,22.009,66.27,23.093,64.109,27.497,44.807,45.937,55.139,44.861,46.785,53.035,75.486,22.375,70.335,27.356,62.069,37.526,59.41,37.505,63.734,35.317,76.439,21.331,33.837,63.775,54.471,43.681,77.794,22.729,67.948,11.115,47.811,29.438,58.218,25.595,53.274,17.719,55.578,17.782,62.012,12.192,37.126,63.029,35.764,63.244,51.558,27.829
CBSA,38100,"Picayune, MS",42805,60.033,22.815,45.427,37.911,43.955,29.754,48.104,10.246,52.653,47.23,58.736,27.677,56.986,29.06,52.716,31.146,54.325,36.043,37.853,52.634,48.649,51.347,34.699,64.553,69.714,29.001,63.591,34.431,52.826,46.91,53.608,44.763,55.533,43.822,71.37,26.866,39.026,60.042,66.41,32.055,68.389,31.513,60.603,14.44,42.883,36.655,50.868,30.279,48.167,21.304,49.349,19.85,56.29,16.36,27.116,72.833,29.968,69.644,42.413,36.295
CBSA,38180,"Pierre, SD",16843,65.362,20.679,48.744,36.235,49.736,29.561,57.365,9.707,56.552,43.425,66.532,26.504,66.063,26.89,60.595,29.46,57.199,35.801,38.408,54.313,49.92,50.074,37.315,62.299,74.696,23.951,65.576,32.085,57.502,42.433,58.624,40.296,60.945,37.398,74.357,23.677,37.107,62.293,58.487,40.302,71.3,28.409,65.469,13.608,43.324,33.658,53.595,27.519,46.601,21.119,50.573,19.777,59.681,14.505,30.939,69.097,31.289,68.094,43.151,31.58
CBSA,38220,"Pine Bluff, AR",71735,63.755,15.568,48.696,36.097,44.483,24.889,55.857,7.641,60.061,40.054,66.361,18.344,64.567,17.895,64.851,18.957,60.75,24.493,44.413,40.079,57.31,42.689,45.512,54.409,73.01,25.859,68.53,29.596,58.284,40.303,62.427,35.285,59.212,40.296,74.883,23.068,35.563,62.38,60.091,37.067,75.97,24.091,65.158,11.612,48.138,28.176,57.043,24.567,54.806,17.392,58.203,17.181,60.325,13.983,26.836,73.172,22.239,76.661,51.495,24.768
CBSA,38240,"Pinehurst-Southern Pines, NC",76526,68.076,18.85,51.183,33.731,54.084,27.951,58.937,8.785,59.301,40.675,66.12,26.42,64.636,26.848,62.78,26.245,58.966,32.667,41.092,51.521,54.902,45.097,41.587,58.28,75.174,23.89,69.247,28.886,60.883,38.961,60.971,37.701,60.884,38.499,74.907,23.712,35.34,64.204,55.627,44.733,75.095,24.607,65.609,13.606,47.823,33.455,56.164,26.741,53.382,21.896,55.385,18.5,61.481,14.735,33.144,66.769,32.692,66.758,48.979,27.972
